index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Answer_Self	Answer_Self_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
4	Self	S200121	0.5	1	2	2	1	0.5	1500.000003	1150.0000023	1650.0000033	1933.3333372	Major	Wrong_doings	51	You have started a hotline for victims of bully	C2_43	0.0	Hard	I1_60	46	The Eiffel Tower is in Paris	0.0555555555555556	No	RIGHT	814.84260000002	RIGHT	496.2863000000084	RIGHT	1548.8359000000287	RIGHT	1776.2314999999944	10.5	0.5	Probable_Truth	LEFT	RIGHT	6	1207.7464999999847	0	2020-01-21 11:52:32.782416
32	Self	S200121	0.8333333333333334	1	2	1	2	0.6	1000.000002	1066.6666688	2350.0000047	1500.000003	Minor	Wrong_doings	16	You have signed up as a bone marrow donor	C1_9	0.05	Easy	I2_30	18	Beef comes from cows	0.0555555555555556	No	RIGHT	635.4898000000162	RIGHT	553.7775999999894	RIGHT	1176.0608999999818	RIGHT	1659.589799999992	11.1	0.6	Probable_Truth	LEFT	LEFT	1	969.856899999968	1	2020-01-21 11:52:56.270158
143	Computer	S200121	0.8333333333333334	2	1	2	1	0.7	1433.3333362	1066.6666688	2216.6666711000003	1500.000003	Major	Wrong_doings	16	You have been sued	C1_47	0.0	Easy	I2_5	44	Red is a color	0.764705882352941	Yes	LEFT	519.0617999999745	LEFT	988.8606999999752	RIGHT	1166.3176000000135	LEFT	1016.5872000000036	11.1	0.7	Probable_Truth	RIGHT	RIGHT	3	666.0061222414762	2	2020-01-21 11:53:19.412453
96	Computer	S200121	0.5	1	2	1	2	0.5	1066.6666688	1066.6666688	1933.3333372	1500.000003	Major	Wrong_doings	28	You have faked an illness	C1_28	0.9	Hard	I1_28	35	Mozambique is the world's poorest country	0.0555555555555556	No	LEFT	1025.192899999979	LEFT	583.4315000000174	LEFT	1895.112700000027	LEFT	1143.3569999999804	11.1	0.5	Probable_Lie	LEFT	LEFT	6	564.0841969404112	3	2020-01-21 11:53:42.765197
108	Computer	S200121	0.5	2	1	2	1	0.7	1216.6666691	1066.6666688	1500.000003	1783.3333369	Major	Good_deeds	46	You have started an NGO using your savings	C2_46	0.95	Hard	I2_55	46	Cernan was the second last man to walk on the Moon	1.0	No	RIGHT	752.1472000000244	LEFT	667.9854999999861	LEFT	2058.896600000025	RIGHT	1711.6280000000188	11.1	0.7	Probable_Truth	RIGHT	LEFT	2	730.7447438749496	4	2020-01-21 11:54:06.829469
34	Self	S200121	0.8333333333333334	1	2	1	2	0.4	1350.0000027	1000.000002	2500.000005	1650.0000033	Major	Good_deeds	30	You have given way to the handicapped	C2_42	0.05	Hard	I2_18	43	Hot chocolate was created by the Mayan culture	0.777777777777778	Yes	RIGHT	742.2363999999675	RIGHT	831.2852000000248	LEFT	1927.5180000000205	RIGHT	2035.7465999999815	11.5	0.4	Probable_Truth	RIGHT	RIGHT	4	1112.605099999996	5	2020-01-21 11:54:32.566259
52	Self	S200121	0.5	1	2	2	1	0.2	1216.6666691	1350.0000027	2216.6666711000003	2500.000005	Minor	Wrong_doings	20	You have sorted your trash into recycling bin	C1_37	1.0	Easy	I1_36	4	The human's inner ear is larger than a pencil eraser	0.0	No	RIGHT	1159.540599999957	RIGHT	767.0416000000273	RIGHT	3398.130600000002	RIGHT	1847.720299999992	11.7	0.2	Probable_Truth	LEFT	RIGHT	6	1283.1054999999765	6	2020-01-21 11:55:00.877483
107	Computer	S200121	0.5	2	1	1	2	0.3	1150.0000023	1350.0000027	2216.6666711000003	2216.6666711000003	Minor	Good_deeds	30	You have complimented others for good work	C2_25	0.85	Easy	I1_1	23	Malay is one of the races in Singapore	1.0	No	LEFT	753.7818999999217	LEFT	1087.5184999999874	RIGHT	1103.966000000014	RIGHT	1431.209500000023	11.7	0.3	Probable_Lie	LEFT	RIGHT	3	560.4042647793011	7	2020-01-21 11:55:25.325658
83	Self	S200121	0.8333333333333334	1	2	1	2	0.3	1066.6666688	1150.0000023	2066.6666708	2500.000005	Minor	Wrong_doings	38	You have used a fake name online	C2_29	0.7	Easy	I1_44	8	Teddy Roosevelt was the youngest US President	0.0	No	LEFT	1166.0571999999547	RIGHT	1105.0193000000943	LEFT	2063.572300000033	LEFT	1766.9990999999072	11.4	0.3	Probable_Lie	RIGHT	RIGHT	1	1030.7169999999817	8	2020-01-21 11:55:51.813323
30	Self	S200121	0.6666666666666666	2	1	2	1	0.6	1216.6666691	1000.000002	2350.0000047	2350.0000047	Minor	Good_deeds	2	You have stopped using plastics completely	C2_59	1.0	Easy	I1_24	35	It is 20th Century now	0.666666666666667	No	RIGHT	879.2410000000928	RIGHT	1001.0322000000542	LEFT	1803.03159999994	RIGHT	1720.287199999916	11.999999999999998	0.6	Probable_Lie	LEFT	LEFT	4	1151.2089999999944	9	2020-01-21 11:56:17.861971
