index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Answer_Self	Answer_Self_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
101	Computer	S210208	0.5	1	2	2	1	0.4	1500.000003	1433.3333362	2350.0000047	1650.0000033	Major	Wrong_doings	11	You have cheated on a test	C1_12	0.45	Easy	I1_24	16	Penguin can fly with their wings	0.666666666666667	No	RIGHT	617.2100999999657	LEFT	384.6074000000499	LEFT	1326.3092000000825	LEFT	823.6279000000195	10.0	0.4	Probable_Truth	RIGHT	LEFT	3	847.5152365405168	0	2021-02-08 14:27:00.472269
126	Computer	S210208	0.6666666666666666	2	1	2	1	0.4	1216.6666691	1350.0000027	1933.3333372	1783.3333369	Minor	Good_deeds	57	You have started a movement to support a cause	C2_34	0.65	Hard	I1_48	59	Carnivore refers to meat-eater	0.0	Yes	RIGHT	303.3010999999988	LEFT	802.3279999999886	RIGHT	1604.7569999999496	RIGHT	1824.3186999999352	10.0	0.4	Probable_Lie	LEFT	LEFT	3	798.1605745086131	1	2021-02-08 14:27:24.655775
104	Computer	S210208	0.5	2	1	1	2	0.3	1216.6666691	1433.3333362	1783.3333369	1650.0000033	Minor	Wrong_doings	52	You have bribed someone to improve a grade	C2_52	0.05	Easy	I2_52	14	The Moon orbits around the Earth	0.777777777777778	Yes	LEFT	265.0939999999764	LEFT	853.0694999999469	RIGHT	1223.251399999981	LEFT	1295.6785000000082	10.0	0.3	Probable_Lie	RIGHT	RIGHT	3	782.6657643536423	2	2021-02-08 14:27:47.727440
135	Computer	S210208	0.8333333333333334	1	2	2	1	0.5	1150.0000023	1066.6666688	2350.0000047	1650.0000033	Major	Good_deeds	1	You have extorted money from anyone	C2_43	1.0	Easy	I2_43	13	A caterpillar has more muscle than a human	0.611111111111111	No	RIGHT	1079.9279000000297	LEFT	272.571800000037	LEFT	1487.025600000038	LEFT	1183.3741000000373	10.0	0.5	Probable_Truth	RIGHT	LEFT	1	526.6230614847115	3	2021-02-08 14:28:11.071121
8	Self	S210208	0.5	2	1	1	2	0.6	1433.3333362	1066.6666688	1650.0000033	1500.000003	Minor	Wrong_doings	52	You have bribed someone to improve a grade	C2_52	0.05	Easy	I2_52	14	The Moon orbits around the Earth	0.777777777777778	Yes	RIGHT	304.39720000003945	RIGHT	483.1960000000208	RIGHT	944.6749999999612	LEFT	1085.5112999998937	10.6	0.6	Probable_Truth	RIGHT	LEFT	1	820.9276000000045	4	2021-02-08 14:28:32.937082
50	Self	S210208	0.5	1	2	1	2	0.7	1150.0000023	1150.0000023	2066.6666708	2066.6666708	Major	Wrong_doings	40	You have lost everything just to help others	C1_23	0.9	Easy	I1_40	8	A square has 3 corners	0.0	No	RIGHT	795.8367999999609	RIGHT	328.2244999999193	LEFT	927.5000000000092	RIGHT	2214.536100000032	11.3	0.7	Probable_Truth	LEFT	LEFT	3	625.8836000000656	5	2021-02-08 14:28:56.839317
80	Self	S210208	0.8333333333333334	1	2	1	2	0.6	1150.0000023	1066.6666688	2350.0000047	2350.0000047	Major	Wrong_doings	7	You have assisted in a crime	C1_14	0.0	Hard	I1_50	22	Milwaukee Art Museum is located in California	0.944444444444444	Yes	RIGHT	387.6677000000655	RIGHT	240.6881000001704	LEFT	1454.60479999997	LEFT	817.4927000000025	11.9	0.6	Probable_Lie	LEFT	LEFT	2	694.270599999868	6	2021-02-08 14:29:19.927215
36	Self	S210208	0.8333333333333334	1	2	2	1	0.1	1283.3333359	1350.0000027	2500.000005	2350.0000047	Minor	Good_deeds	16	You have coveted things that belong to others	C1_47	0.05	Easy	I2_56	56	R. Amundsen discovered the South Pole	0.0	No	LEFT	701.7194000000018	RIGHT	384.72200000001067	LEFT	1482.2017000001324	LEFT	2464.0403999999307	11.8	0.1	Probable_Lie	RIGHT	RIGHT	1	640.9787999998571	7	2021-02-08 14:29:45.655466
0	Self	S210208	0.5	1	2	1	2	0.5	1150.0000023	1433.3333362	2216.6666711000003	2350.0000047	Minor	Good_deeds	35	You have been restricting your electricity consumption	C2_27	0.65	Easy	I2_24	43	Earth's atmosphere extends up to 10,000km into space	0.0	No	RIGHT	549.7454000001198	RIGHT	296.4328000000478	LEFT	1431.2529000001175	RIGHT	1933.1558000001223	12.3	0.5	Probable_Truth	LEFT	RIGHT	6	1239.8921000001335	8	2021-02-08 14:30:10.831674
64	Self	S210208	0.6666666666666666	1	2	1	2	0.3	1283.3333359	1350.0000027	1783.3333369	1650.0000033	Major	Good_deeds	54	You have intentionally let others cut in line	C2_26	0.0	Hard	I1_3	45	Hot chocolate was created by the Mayan culture	0.0555555555555556	No	RIGHT	475.6290000000263	RIGHT	7.28560000015932	RIGHT	1568.3873000000403	LEFT	2589.736700000003	12.6	0.3	Probable_Lie	LEFT	LEFT	4	880.1160000000436	9	2021-02-08 14:30:34.991380
