index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
32	Self	S200221	0.833333333	1	2	1	2	0.2	1150.000002	1350.000003	2066.666671	2350.000005	Major	Wrong_doings	37	You have engaged in arson	C1_47	0.05	Easy	I1_26	4	Fishes can swim in water	0.764705882	Yes	RIGHT	920.9642	RIGHT	613.3955	LEFT	1028.4106	RIGHT	967.2094	11.5	0.2	Probable_Truth	LEFT	LEFT	1	774.2308	14	42:52.3
35	Self	S200221	0.833333333	1	2	1	2	0.8	1433.333336	1216.666669	1650.000003	2500.000005	Minor	Good_deeds	8	You have returned your trays in food courts	C2_33	1.0	Easy	I2_25	25	The human's inner ear is larger than a pencil eraser	0.0	No	RIGHT	272.9833	RIGHT	463.8261	RIGHT	1639.1386	RIGHT	4176.6603	12.3	0.8	Probable_Truth	RIGHT	RIGHT	2	686.1341	15	43:18.9
20	Self	S200221	0.666666667	1	2	2	1	0.6	1000.000002	1216.666669	2500.000005	1500.000003	Minor	Wrong_doings	39	You have made someone cry	C2_36	0.15	Hard	I1_17	33	Today is Sunday	0.722222222	No	RIGHT	368.9668	RIGHT	604.6203	LEFT	3023.1678	LEFT	835.7224	12.9	0.6	Probable_Truth	RIGHT	RIGHT	6	981.6521	16	43:43.5
98	Computer	S200221	0.5	1	2	1	2	0.8	1066.666669	1000.000002	1650.000003	1933.333337	Minor	Good_deeds	39	You have cursed at others	C1_44	0.15	Easy	I1_48	54	Obama is the USA president now	0.0	No	LEFT	656.4519	LEFT	2098.7849	LEFT	2910.5148	LEFT	1135.437	12.9	0.8	Probable_Lie	LEFT	RIGHT	3	682.281464	17	44:09.2
101	Computer	S200221	0.5	1	2	2	1	0.4	1433.333336	1283.333336	2216.666671	2066.666671	Minor	Wrong_doings	23	You have shown your appreciation to your teachers	C2_23	0.85	Hard	I2_33	14	Carnivore refers to meat-eater	0.611111111	No	LEFT	353.1863	RIGHT	554.0729	RIGHT	1016.1495	RIGHT	2670.6892	12.9	0.4	Probable_Truth	LEFT	RIGHT	5	731.7141494	18	44:34.1
111	Computer	S200221	0.5	2	1	2	1	0.2	1000.000002	1500.000003	1783.333337	1783.333337	Minor	Wrong_doings	56	You have fabricated facts about yourself	C1_46	0.0	Easy	I1_47	34	The sun rises at night	0.0	Yes	LEFT	1046.3658	RIGHT	799.2725	LEFT	1776.4506	LEFT	1688.6149	12.9	0.2	Probable_Truth	RIGHT	RIGHT	4	736.0498855	19	44:58.8
31	Self	S200221	0.666666667	2	1	2	1	0.1	1216.666669	1283.333336	2350.000005	2216.666671	Major	Good_deeds	16	You have taken part in burglary	C2_16	0.0	Hard	I1_57	57	Vegetarians can eat vegetable products	0.0	No	RIGHT	1332.0286	LEFT	591.0827	LEFT	1079.9434	RIGHT	2032.4868	12.8	0.1	Probable_Lie	RIGHT	RIGHT	1	755.6611	20	45:24.2
56	Self	S200221	0.5	2	1	1	2	0.2	1433.333336	1500.000003	2066.666671	2216.666671	Major	Good_deeds	2	You have taken months off to volunteer	C1_40	1.0	Easy	I1_44	38	It is snowing outside now	0.722222222	No	RIGHT	1110.1372	LEFT	432.6226	LEFT	2281.285	LEFT	864.3114	12.6	0.2	Probable_Lie	LEFT	LEFT	4	1357.0095	21	45:50.1
130	Computer	S200221	0.833333333	1	2	1	2	0.7	1500.000003	1500.000003	1500.000003	2216.666671	Minor	Good_deeds	25	You have said thank you when you have received help	C2_8	1.0	Hard	I1_4	44	Singapore is in Africa	0.0	Yes	LEFT	744.3018	LEFT	607.3381	RIGHT	1873.6484	LEFT	816.2314	12.6	0.7	Probable_Lie	LEFT	RIGHT	1	609.7343709	22	46:14.0
2	Self	S200221	0.5	1	2	1	2	0.1	1000.000002	1066.666669	2066.666671	1650.000003	Minor	Good_deeds	39	You have cursed at others	C1_44	0.15	Easy	I1_48	54	Obama is the USA president now	0.0	No	RIGHT	263.3793	RIGHT	652.5304	LEFT	1215.4595	LEFT	808.593	12.7	0.1	Probable_Truth	LEFT	LEFT	3	1414.3637	23	46:36.7
143	Computer	S200221	0.833333333	2	1	2	1	0.3	1283.333336	1150.000002	2216.666671	2350.000005	Major	Wrong_doings	9	You have lied to your parents	C1_43	0.1	Easy	I2_43	13	R. Amundsen discovered the South Pole	1.0	No	LEFT	806.358	RIGHT	368.1713	LEFT	1942.5702	RIGHT	1915.611	12.7	0.3	Probable_Truth	LEFT	LEFT	1	946.1287377	24	47:02.3
91	Self	S200221	0.833333333	2	1	1	2	0.2	1150.000002	1350.000003	2216.666671	1933.333337	Minor	Good_deeds	9	You have drunk alcohol when you were underage	C2_19	1.0	Easy	I1_31	30	The first Grammy awards was held in 1959	0.111111111	Yes	RIGHT	760.9997	RIGHT	368.1816	LEFT	997.9508	RIGHT	1367.9467	12.9	0.2	Probable_Lie	LEFT	LEFT	3	790.651	25	47:25.8
103	Computer	S200221	0.5	1	2	2	1	0.7	1350.000003	1216.666669	1500.000003	2350.000005	Major	Wrong_doings	37	You have watched an M18 movie when you were underage	C2_39	0.95	Hard	I1_54	15	Mozambique is the world's poorest country	0.833333333	Yes	LEFT	288.2613	LEFT	696.5841	LEFT	1509.9215	RIGHT	2956.6003	12.9	0.7	Probable_Lie	LEFT	LEFT	5	644.6166951	26	47:50.9
115	Computer	S200221	0.666666667	1	2	1	2	0.5	1433.333336	1500.000003	2500.000005	2500.000005	Minor	Good_deeds	5	You have told someone's secret to others	C2_42	1.0	Hard	I2_42	45	Brazil is in South America	0.833333333	Yes	LEFT	488.7437	RIGHT	780.686	LEFT	1469.4698	RIGHT	1287.3578	12.9	0.5	Probable_Truth	LEFT	LEFT	2	858.4364696	27	48:16.2
70	Self	S200221	0.666666667	1	2	2	1	0.4	1066.666669	1150.000002	2500.000005	2216.666671	Minor	Good_deeds	35	You have cheated on a test	C2_13	0.0	Easy	I1_60	8	Saturn's rings are between 30 and 300 feet thick	0.777777778	Yes	RIGHT	24.5607	RIGHT	604.8457	LEFT	800.0933	RIGHT	1217.5354	13.3	0.4	Probable_Lie	LEFT	LEFT	3	871.0666	28	48:39.3
50	Self	S200221	0.5	1	2	1	2	0.5	1216.666669	1283.333336	1933.333337	2216.666671	Minor	Wrong_doings	33	You have failed to keep promises	C2_35	0.0	Hard	I1_25	35	Beef comes from cows	0.888888889	Yes	RIGHT	472.2874	LEFT	876.3774	LEFT	1520.7732	RIGHT	943.58	12.8	0.5	Probable_Lie	LEFT	RIGHT	2	949.0167	29	49:03.2
75	Self	S200221	0.666666667	2	1	1	2	0.1	1350.000003	1433.333336	2216.666671	1933.333337	Major	Good_deeds	26	You have used a fake name online	C2_7	0.85	Easy	I2_39	6	Teddy Roosevelt was the youngest US President	0.0	No	RIGHT	312.0487	RIGHT	79.5249	LEFT	1659.9309	RIGHT	2400.1691	12.9	0.1	Probable_Truth	LEFT	LEFT	1	664.208	30	49:27.9
10	Self	S200221	0.5	2	1	1	2	0.1	1216.666669	1283.333336	2350.000005	1933.333337	Minor	Good_deeds	22	You have deceived a loved one	C2_30	0.0	Easy	I2_22	47	China is a part of Asia	0.055555556	Yes	RIGHT	259.0131	RIGHT	719.8938	LEFT	956.6215	RIGHT	2495.1776	13.0	0.1	Probable_Truth	RIGHT	RIGHT	6	1515.9735	31	49:53.2
57	Self	S200221	0.5	2	1	1	2	0.3	1350.000003	1216.666669	2500.000005	1500.000003	Major	Good_deeds	40	You have offered a listening ear to a friend	C2_2	0.7	Hard	I2_52	52	Chickens lay eggs	0.944444444	Yes	RIGHT	1181.0087	LEFT	368.4186	RIGHT	877.9937	RIGHT	928.0448	12.7	0.3	Probable_Lie	RIGHT	LEFT	5	921.9058	32	50:16.6
139	Computer	S200221	0.833333333	2	1	1	2	0.5	1433.333336	1433.333336	2066.666671	1783.333337	Minor	Wrong_doings	43	You have bought cigarettes for a minor	C1_34	0.05	Easy	I1_24	43	Earth's atmosphere extends up to 10,000km into space	0.055555556	Yes	LEFT	1065.5917	RIGHT	295.1665	LEFT	867.5855	RIGHT	1093.8725	12.7	0.5	Probable_Truth	RIGHT	RIGHT	5	531.8333582	33	50:39.7
140	Computer	S200221	0.833333333	2	1	2	1	0.1	1150.000002	1500.000003	1933.333337	2500.000005	Minor	Good_deeds	8	You have signed up as a bone marrow donor	C2_9	0.85	Hard	I2_16	24	Penguin can fly with their wings	0.055555556	Yes	LEFT	1030.8453	LEFT	496.7203	LEFT	2056.03	LEFT	1366.84	12.7	0.1	Probable_Lie	RIGHT	LEFT	2	839.4713992	34	51:05.2
54	Self	S200221	0.5	1	2	2	1	0.3	1433.333336	1350.000003	2350.000005	2066.666671	Minor	Good_deeds	29	You have been restricting your electricity consumption	C1_20	0.85	Easy	I2_35	42	"Statue of Liberty is 151 feet tall"	0.055555556	Yes	RIGHT	552.0632	LEFT	890.2382	RIGHT	2118.4499	RIGHT	1566.6803	12.4	0.3	Probable_Lie	RIGHT	RIGHT	2	1055.8724	35	51:31.1
134	Computer	S200221	0.833333333	1	2	2	1	0.1	1216.666669	1283.333336	2066.666671	2500.000005	Minor	Wrong_doings	47	You have donated blood every 6 months for many years	C1_37	0.0	Hard	I1_37	37	Algeria is Africa's second largest country	0.666666667	No	LEFT	336.1756	RIGHT	653.8692	LEFT	1751.1659	RIGHT	2478.3529	12.4	0.1	Probable_Truth	RIGHT	RIGHT	3	973.8500869	36	51:56.9
128	Computer	S200221	0.833333333	1	2	1	2	0.6	1283.333336	1350.000003	1783.333337	2350.000005	Major	Wrong_doings	37	You have engaged in arson	C1_47	0.05	Easy	I1_26	4	Fishes can swim in water	0.764705882	Yes	LEFT	600.3671	RIGHT	827.0703	LEFT	899.2002	RIGHT	1056.4238	12.4	0.6	Probable_Lie	LEFT	LEFT	2	888.6202057	37	52:20.5
41	Self	S200221	0.833333333	2	1	1	2	0.4	1150.000002	1500.000003	2216.666671	1783.333337	Major	Good_deeds	1	You have intentionally let others cut in line	C1_24	1.0	Hard	I1_28	32	Pyramid of Giza is 468 feet tall	0.0	No	RIGHT	998.5271	LEFT	656.2459	LEFT	2905.7115	RIGHT	1055.6536	12.0	0.4	Probable_Lie	RIGHT	RIGHT	1	528.3939	38	52:45.9
66	Self	S200221	0.666666667	1	2	1	2	0.7	1150.000002	1066.666669	1933.333337	1650.000003	Major	Wrong_doings	4	You have been convicted in court	C2_46	0.75	Easy	I1_23	23	The Eiffel Tower is in Paris	0.0	No	RIGHT	384.6201	RIGHT	524.0186	LEFT	1103.4282	RIGHT	911.1214	12.7	0.7	Probable_Truth	RIGHT	RIGHT	5	1319.4392	39	53:08.5
73	Self	S200221	0.666666667	2	1	1	2	0.3	1066.666669	1000.000002	1783.333337	2500.000005	Minor	Wrong_doings	7	You have participated in a scamming business	C1_27	0.1	Hard	I1_8	8	There are 6000 spoken languages in the World	0.0	Yes	RIGHT	650.0683	LEFT	360.1947	LEFT	1844.6066	RIGHT	895.799	12.4	0.3	Probable_Lie	RIGHT	RIGHT	2	934.3291	40	53:32.1
30	Self	S200221	0.666666667	2	1	2	1	0.2	1000.000002	1150.000002	2500.000005	1500.000003	Minor	Wrong_doings	48	You have lost everything just to help others	C1_28	0.55	Easy	I2_38	41	A square has 3 corners	0.0	Yes	RIGHT	425.7483	RIGHT	240.3324	LEFT	2183.7694	LEFT	1230.4438	12.6	0.2	Probable_Truth	LEFT	LEFT	1	778.0918	41	53:55.7
136	Computer	S200221	0.833333333	2	1	1	2	0.7	1000.000002	1066.666669	1500.000003	1650.000003	Major	Good_deeds	24	You have rescued others from a catastrophe	C1_8	0.0	Easy	I1_41	16	North Korea is more developed than South Korea	0.0	Yes	LEFT	834.7767	RIGHT	775.9701	LEFT	1963.5369	LEFT	1502.6045	12.6	0.7	Probable_Lie	LEFT	LEFT	3	954.8069554	42	54:19.5
68	Self	S200221	0.666666667	1	2	2	1	0.5	1283.333336	1216.666669	1500.000003	2500.000005	Major	Good_deeds	7	You have kept your promises	C1_35	0.85	Hard	I2_8	60	The first Olympic Games was held in the 5th century B.C	0.888888889	Yes	RIGHT	303.6128	RIGHT	1140.6342	RIGHT	871.1347	RIGHT	1910.6384	13.1	0.5	Probable_Truth	LEFT	LEFT	1	1611.7077	43	54:44.4
44	Self	S200221	0.833333333	2	1	2	1	0.3	1433.333336	1283.333336	1933.333337	2216.666671	Minor	Good_deeds	8	You have signed up as a bone marrow donor	C2_9	0.85	Hard	I2_16	24	Penguin can fly with their wings	0.055555556	Yes	RIGHT	299.8084	RIGHT	721.0421	LEFT	904.6371	LEFT	778.0392	13.4	0.3	Probable_Truth	RIGHT	RIGHT	3	579.368	44	55:07.2
58	Self	S200221	0.5	2	1	1	2	0.5	1150.000002	1433.333336	1783.333337	2066.666671	Minor	Wrong_doings	40	You have adopted a zero-waste lifestyle	C2_40	0.05	Hard	I2_21	21	A dog has four legs	0.833333333	No	RIGHT	793.6756	LEFT	303.9347	RIGHT	1766.9871	RIGHT	824.1519	12.9	0.5	Probable_Lie	LEFT	RIGHT	2	935.8257	45	55:30.8
71	Self	S200221	0.666666667	1	2	2	1	0.2	1500.000003	1283.333336	2350.000005	1783.333337	Minor	Good_deeds	46	You have cheated on a national exam	C2_11	0.65	Hard	I2_50	50	Septicemia is a lung infection condition	0.0	No	RIGHT	263.7487	RIGHT	602.7827	LEFT	1111.4637	RIGHT	1580.4473	13.1	0.2	Probable_Lie	LEFT	LEFT	4	1031.5106	46	55:54.9
82	Self	S200221	0.833333333	1	2	1	2	0.8	1283.333336	1500.000003	2066.666671	2066.666671	Minor	Wrong_doings	24	You have helped others to pick up their belongings	C1_6	0.0	Hard	I2_17	13	There are 6 million animal species on Earth	0.888888889	Yes	RIGHT	216.4577	RIGHT	559.043	RIGHT	1126.1521	RIGHT	1799.2407	13.9	0.8	Probable_Truth	RIGHT	RIGHT	4	730.022	47	56:18.8
122	Computer	S200221	0.666666667	2	1	1	2	0.8	1066.666669	1066.666669	2216.666671	2500.000005	Minor	Wrong_doings	31	You have a non-judgmental attitude towards everyone	C1_48	1.0	Easy	I1_29	2	Christmas Day is in March	0.888888889	No	LEFT	1383.8873	LEFT	720.8332	RIGHT	1358.1862	LEFT	927.1998	13.9	0.8	Probable_Lie	RIGHT	LEFT	4	656.7494625	48	58:36.1
79	Self	S200221	0.666666667	2	1	2	1	0.8	1433.333336	1150.000002	2066.666671	2216.666671	Minor	Good_deeds	50	You have stopped using products tested on animals	C1_59	1.0	Hard	I2_4	4	Singapore has four seasons	0.833333333	No	RIGHT	775.32	RIGHT	215.8772	RIGHT	1758.2772	LEFT	1584.3487	14.7	0.8	Probable_Truth	LEFT	LEFT	2	625.2835	49	59:00.5
102	Computer	S200221	0.5	1	2	2	1	0.1	1000.000002	1500.000003	2350.000005	1500.000003	Major	Wrong_doings	44	You have bribed someone to improve a grade	C1_38	0.0	Hard	I2_3	26	The Amazon forest covers an area of 1 billion acres	0.611111111	No	LEFT	257.0424	LEFT	655.4942	LEFT	855.6616	RIGHT	1060.6294	14.7	0.1	Probable_Lie	LEFT	RIGHT	2	787.0222298	50	59:23.0
0	Self	S200221	0.5	1	2	1	2	0.7	1150.000002	1283.333336	1933.333337	2216.666671	Minor	Good_deeds	17	You have risked your life to save another person's life	C2_6	1.0	Easy	I1_14	48	Africa is the continent with the least rainfall	0.0	No	RIGHT	191.8155	LEFT	866.9113	LEFT	2081.0949	RIGHT	2255.7036	14.0	0.7	Probable_Lie	LEFT	LEFT	4	909.3774	51	59:48.5
85	Self	S200221	0.833333333	1	2	2	1	0.5	1433.333336	1216.666669	1933.333337	2500.000005	Minor	Wrong_doings	50	You have pretended to be busy to avoid a social situation	C1_19	1.0	Hard	I1_13	19	The Moon orbits around the Earth	0.055555556	No	RIGHT	224.2316	RIGHT	532.0755	LEFT	2503.0333	LEFT	3133.1072	14.5	0.5	Probable_Truth	LEFT	LEFT	1	615.0568	52	00:15.2
100	Computer	S200221	0.5	1	2	2	1	0.2	1283.333336	1433.333336	1783.333337	2216.666671	Major	Good_deeds	6	You have held the door open for a stranger	C1_17	0.05	Easy	I2_26	33	The hardest bone in human body is the jawbone	0.0	Yes	LEFT	63.9763	LEFT	392.3715	RIGHT	1126.5425	RIGHT	2423.9295	14.5	0.2	Probable_Lie	LEFT	LEFT	6	651.8347022	53	00:39.1
117	Computer	S200221	0.666666667	1	2	2	1	0.7	1500.000003	1066.666669	1500.000003	1933.333337	Major	Wrong_doings	42	You have donated a pay cheque to charity	C2_27	0.0	Easy	I2_12	27	Dutch is the 6th Europe's most widely spoken language	0.0	Yes	LEFT	255.3371	RIGHT	806.5298	LEFT	2031.0507	RIGHT	1861.7295	14.5	0.7	Probable_Truth	RIGHT	LEFT	2	517.1482317	54	01:03.2
51	Self	S200221	0.5	1	2	1	2	0.6	1000.000002	1066.666669	1650.000003	1500.000003	Major	Good_deeds	60	You have illegally stayed in a country	C1_33	0.95	Hard	I2_1	1	Lehman Brothers went bankrupt on 20th September	0.666666667	Yes	RIGHT	40.417	RIGHT	455.6328	LEFT	1036.3755	RIGHT	1120.1997	15.1	0.6	Probable_Truth	LEFT	RIGHT	6	987.3003	55	01:24.6
60	Self	S200221	0.5	2	1	2	1	0.1	1283.333336	1283.333336	1650.000003	2500.000005	Major	Wrong_doings	53	You have extorted money from anyone	C1_13	0.05	Easy	I2_24	3	The Seine river is 50 feet above sea level	0.055555556	Yes	RIGHT	238.2406	RIGHT	545.1795	LEFT	864.5216	RIGHT	1852.7826	15.2	0.1	Probable_Truth	RIGHT	LEFT	2	951.1523	56	01:48.3
15	Self	S200221	0.5	2	1	2	1	0.5	1433.333336	1150.000002	1650.000003	1500.000003	Minor	Wrong_doings	56	You have fabricated facts about yourself	C1_46	0.0	Easy	I1_47	34	The sun rises at night	0.0	Yes	RIGHT	241.5617	RIGHT	206.2156	LEFT	1271.8708	LEFT	1022.6539	15.7	0.5	Probable_Truth	LEFT	RIGHT	6	1047.706	57	02:10.4
121	Computer	S200221	0.666666667	2	1	1	2	0.4	1283.333336	1150.000002	1650.000003	1500.000003	Minor	Wrong_doings	17	You have engaged in money laundering	C2_31	0.7	Easy	I1_43	11	The Earth turns the closest to the sun in May	0.0	Yes	LEFT	1255.3409	RIGHT	313.9496	LEFT	835.9393	RIGHT	2807.6285	15.7	0.4	Probable_Truth	RIGHT	RIGHT	5	825.2617867	58	02:34.6
23	Self	S200221	0.666666667	1	2	2	1	0.1	1150.000002	1500.000003	2066.666671	1933.333337	Major	Good_deeds	23	You have given up your seat in the MRT	C1_23	0.05	Easy	I1_33	1	The Earth is round	0.055555556	Yes	RIGHT	320.9037	RIGHT	285.5012	RIGHT	807.8062	RIGHT	1582.0041	15.8	0.1	Probable_Truth	RIGHT	RIGHT	6	623.473	59	02:57.5
72	Self	S200221	0.666666667	2	1	1	2	0.6	1000.000002	1350.000003	1933.333337	2066.666671	Major	Good_deeds	52	You have taken part in violent demonstration	C2_26	0.7	Hard	I2_31	50	It takes 500 days to travel from Earth to Mars	0.888888889	Yes	RIGHT	330.3682	RIGHT	304.513	LEFT	1255.4645	RIGHT	2415.2404	16.4	0.6	Probable_Truth	RIGHT	RIGHT	5	1348.5994	60	03:22.0
141	Computer	S200221	0.833333333	2	1	2	1	0.6	1350.000003	1350.000003	2500.000005	2216.666671	Minor	Wrong_doings	45	You have done something against your values	C2_1	0.9	Easy	I2_6	6	A triangle has three sides	0.888888889	No	LEFT	669.8558	LEFT	967.0113	LEFT	1295.7335	RIGHT	962.2689	16.4	0.6	Probable_Lie	RIGHT	LEFT	2	944.563291	61	03:46.9
6	Self	S200221	0.5	1	2	2	1	0.4	1433.333336	1216.666669	1783.333337	1783.333337	Major	Wrong_doings	44	You have bribed someone to improve a grade	C1_38	0.0	Hard	I2_3	26	The Amazon forest covers an area of 1 billion acres	0.611111111	No	RIGHT	385.0868	LEFT	959.7577	LEFT	983.9452	RIGHT	1281.8704	16.0	0.4	Probable_Lie	LEFT	RIGHT	2	1005.1651	62	04:10.3
63	Self	S200221	0.5	2	1	2	1	0.7	1216.666669	1350.000003	2216.666671	2350.000005	Minor	Good_deeds	18	You have helped a friend in need	C2_18	0.55	Easy	I1_21	24	Last day of the year is 30th December	0.0	Yes	RIGHT	639.9191	RIGHT	304.9848	RIGHT	975.6907	LEFT	3044.4974	16.7	0.7	Probable_Truth	RIGHT	LEFT	2	1520.1149	63	04:36.5
