index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
70	Self	S201210	0.666666667	1	2	2	1	0.6	1283.333336	1433.333336	1933.333337	2350.000005	Minor	Good_deeds	33	You have downloaded pirated movies	C2_54	0.0	Hard	I1_14	58	Obama is the USA president now	0.777777778	Yes	RIGHT	566.5289	RIGHT	636.9023	LEFT	1175.6959	LEFT	1949.1431	12.1	0.6	Probable_Truth	RIGHT	RIGHT	4	937.5137	10	16:42.0
33	Self	S201210	0.833333333	1	2	1	2	0.5	1216.666669	1000.000002	2216.666671	2500.000005	Major	Wrong_doings	33	You have pretended to be busy to avoid a social situation	C1_4	0.2	Hard	I1_54	46	The current century is 21st	0.944444444	No	RIGHT	463.7743	RIGHT	616.4513	LEFT	3317.0491	RIGHT	2200.1601	12.6	0.5	Probable_Lie	LEFT	LEFT	2	822.0971	11	17:08.9
134	Computer	S201210	0.833333333	1	2	2	1	0.3	1283.333336	1216.666669	2350.000005	1933.333337	Major	Good_deeds	2	You have sold illegal drugs	C2_24	0.95	Hard	I1_4	48	There are 20 bones in the human skull	0.055555556	No	LEFT	1000.7794	RIGHT	591.2899	LEFT	1015.6248	LEFT	2549.6071	12.6	0.3	Probable_Truth	LEFT	LEFT	1	645.8571086	12	17:34.0
61	Self	S201210	0.5	2	1	2	1	0.3	1350.000003	1500.000003	1650.000003	2216.666671	Minor	Wrong_doings	46	You have confessed to your mistake	C2_45	0.0	Easy	I2_2	1	Arabi is the oldest surviving breed of horse	0.0	No	RIGHT	887.2127	RIGHT	504.5329	RIGHT	3800.5208	RIGHT	3127.6747	12.9	0.3	Probable_Truth	LEFT	RIGHT	6	1460.5186	13	18:03.1
85	Self	S201210	0.833333333	1	2	2	1	0.2	1000.000002	1500.000003	1500.000003	1933.333337	Minor	Good_deeds	37	You have made someone cry	C2_37	0.95	Hard	I1_3	12	Mageirocophobia is a fear of deathly disease	0.833333333	Yes	RIGHT	711.6019	RIGHT	652.833	RIGHT	3559.029	LEFT	2772.932	13.1	0.2	Probable_Lie	LEFT	LEFT	3	811.3748	14	18:30.1
133	Computer	S201210	0.833333333	1	2	2	1	0.4	1433.333336	1150.000002	1500.000003	2500.000005	Minor	Good_deeds	11	You have said thank you when you have received help	C1_31	1.0	Hard	I2_48	44	North Korea is more developed than South Korea	0.764705882	Yes	LEFT	1056.291	RIGHT	766.5151	RIGHT	2831.7649	LEFT	2318.8921	13.1	0.4	Probable_Truth	RIGHT	RIGHT	5	800.9280463	15	18:57.0
0	Self	S201210	0.5	1	2	1	2	0.6	1433.333336	1283.333336	1783.333337	2066.666671	Minor	Wrong_doings	58	You have given directions to a lost tourist	C1_28	0.05	Hard	I2_51	41	The Earth turns the closest to the sun in May	0.777777778	No	RIGHT	568.5411	LEFT	1002.9773	RIGHT	2133.969	RIGHT	3359.6441	12.5	0.6	Probable_Lie	RIGHT	RIGHT	3	1399.8026	16	19:24.6
138	Computer	S201210	0.833333333	2	1	1	2	0.5	1433.333336	1216.666669	2500.000005	1933.333337	Major	Good_deeds	52	You have sorted your trash into recycling bin	C2_1	1.0	Hard	I2_13	52	It is 20th Century now	0.666666667	No	LEFT	976.6903	LEFT	1631.8604	RIGHT	1923.078	LEFT	1792.1467	12.5	0.5	Probable_Lie	RIGHT	LEFT	2	619.2879219	17	19:51.2
139	Computer	S201210	0.833333333	2	1	1	2	0.7	1350.000003	1500.000003	1783.333337	2066.666671	Major	Good_deeds	16	You have shown your appreciation to your teachers	C2_39	0.1	Hard	I2_16	12	The sun rises at night	0.0	No	LEFT	865.4206	LEFT	800.293	RIGHT	2029.9518	LEFT	1567.5104	12.5	0.7	Probable_Lie	LEFT	RIGHT	1	772.8466549	18	20:16.5
82	Self	S201210	0.833333333	1	2	1	2	0.3	1433.333336	1066.666669	2500.000005	1783.333337	Minor	Wrong_doings	34	You have given up your seat in the MRT	C2_3	0.0	Hard	I1_21	21	Dutch is the 6th Europe's most widely spoken language	0.888888889	Yes	RIGHT	1008.4276	LEFT	1085.8465	RIGHT	2259.6551	RIGHT	3415.0968	12.2	0.3	Probable_Lie	RIGHT	RIGHT	1	826.9603	19	20:44.5
19	Self	S201210	0.666666667	1	2	1	2	0.5	1150.000002	1500.000003	2350.000005	2500.000005	Minor	Good_deeds	13	You have switched off appliances when not in use	C1_51	0.55	Easy	I2_8	8	A square has 3 corners	0.944444444	Yes	RIGHT	616.292	LEFT	1451.3553	RIGHT	2167.4823	LEFT	1208.3741	11.7	0.5	Probable_Lie	LEFT	LEFT	5	1051.2249	20	21:11.0
63	Self	S201210	0.5	2	1	2	1	0.8	1066.666669	1150.000002	1500.000003	1933.333337	Minor	Wrong_doings	23	You have watched an M18 movie when you were underage	C1_47	0.0	Easy	I1_44	44	Mexico's National Day is September 16	1.0	Yes	RIGHT	1251.9025	LEFT	1824.2112	LEFT	1615.3046	RIGHT	1796.9152	10.9	0.8	Probable_Lie	LEFT	RIGHT	1	1084.1151	21	21:36.8
81	Self	S201210	0.833333333	1	2	1	2	0.6	1283.333336	1216.666669	1650.000003	2066.666671	Major	Good_deeds	27	You have signed up as a bone marrow donor	C1_34	0.95	Hard	I1_36	42	China is a part of Asia	0.055555556	No	RIGHT	495.9937	RIGHT	655.9354	LEFT	2008.2219	RIGHT	1160.237	11.5	0.6	Probable_Truth	LEFT	LEFT	1	809.9806	22	22:00.7
90	Self	S201210	0.833333333	2	1	1	2	0.3	1500.000003	1066.666669	2350.000005	2500.000005	Minor	Wrong_doings	59	You have eaten something in the MRT train	C1_59	0.05	Hard	I2_33	36	Cheese is an Asian staple	0.611111111	No	RIGHT	666.3498	RIGHT	401.3529	LEFT	1580.3076	LEFT	1542.0666	11.8	0.3	Probable_Truth	RIGHT	RIGHT	3	710.911	23	22:25.6
111	Computer	S201210	0.5	2	1	2	1	0.1	1350.000003	1283.333336	2350.000005	1500.000003	Major	Wrong_doings	26	You have helped others to pick up their belongings	C1_3	0.15	Hard	I2_59	1	Septicemia is a lung infection condition	0.833333333	Yes	LEFT	956.929	LEFT	552.2731	RIGHT	2223.4199	LEFT	2789.7801	11.8	0.1	Probable_Lie	RIGHT	LEFT	5	531.3643928	24	22:51.7
76	Self	S201210	0.666666667	2	1	2	1	0.1	1350.000003	1000.000002	1650.000003	1500.000003	Minor	Good_deeds	40	You have kidnapped someone	C1_19	1.0	Easy	I2_17	42	There are 6000 spoken languages in the World	0.0	No	RIGHT	727.6147	RIGHT	416.2028	LEFT	1096.0284	RIGHT	2133.8892	11.9	0.1	Probable_Truth	RIGHT	RIGHT	3	693.3215	25	23:14.9
88	Self	S201210	0.833333333	2	1	1	2	0.4	1433.333336	1216.666669	2066.666671	1933.333337	Major	Good_deeds	24	You have cheated on a national exam	C2_60	0.0	Easy	I2_36	35	Singapore is a poor country	0.722222222	Yes	RIGHT	766.641	RIGHT	528.6738	LEFT	1054.7812	LEFT	960.5139	12.3	0.4	Probable_Truth	LEFT	LEFT	1	794.8622	26	23:38.2
49	Self	S201210	0.5	1	2	1	2	0.7	1150.000002	1216.666669	2350.000005	2350.000005	Major	Good_deeds	6	You have started a movement to support a cause	C2_59	0.05	Easy	I2_28	39	Acoustic Kitty refers to cat with implants	0.944444444	Yes	RIGHT	1687.8534	LEFT	1762.0417	RIGHT	1866.592	LEFT	2616.2704	11.6	0.7	Probable_Lie	RIGHT	RIGHT	1	1198.0319	27	24:06.9
6	Self	S201210	0.5	1	2	2	1	0.8	1500.000003	1000.000002	2066.666671	2350.000005	Minor	Wrong_doings	43	You have volunteered for a disaster-related humanitarian mission	C2_38	0.05	Easy	I1_10	60	The human's inner ear is larger than a pencil eraser	0.666666667	No	RIGHT	608.7974	LEFT	1261.5259	LEFT	3622.9131	RIGHT	4522.5387	10.8	0.8	Probable_Lie	LEFT	RIGHT	2	913.1444	28	24:37.4
47	Self	S201210	0.833333333	2	1	2	1	0.1	1216.666669	1150.000002	2066.666671	2066.666671	Major	Good_deeds	20	You have engaged in money laundering	C2_20	0.0	Easy	I1_9	30	Vegetarians can eat vegetable products	0.0	No	RIGHT	789.7887	RIGHT	336.9874	LEFT	1399.9463	LEFT	2351.5221	10.9	0.1	Probable_Truth	RIGHT	RIGHT	3	724.1895	29	25:02.0
120	Computer	S201210	0.666666667	2	1	1	2	0.3	1500.000003	1066.666669	2500.000005	2066.666671	Major	Good_deeds	48	You have been restricting your electricity consumption	C1_49	0.45	Hard	I2_53	13	Teddy Roosevelt was the youngest US President	0.0	No	LEFT	937.5999	LEFT	624.4548	RIGHT	3093.6133	LEFT	2919.2764	10.9	0.3	Probable_Lie	LEFT	RIGHT	2	586.3167101	30	25:29.9
89	Self	S201210	0.833333333	2	1	1	2	0.5	1066.666669	1350.000003	1650.000003	2216.666671	Minor	Good_deeds	25	You have attended all lectures as a student	C1_7	0.05	Hard	I1_35	19	Singapore is a country	0.111111111	No	RIGHT	615.2155	RIGHT	336.0158	RIGHT	2447.7561	RIGHT	1134.9191	11.4	0.5	Probable_Truth	LEFT	LEFT	1	658.4031	31	25:53.9
95	Self	S201210	0.833333333	2	1	2	1	0.6	1150.000002	1500.000003	1783.333337	1783.333337	Minor	Wrong_doings	34	You have bought cigarettes for a minor	C2_25	1.0	Hard	I2_40	33	A caterpillar has more muscle than a human	0.055555556	No	RIGHT	698.7863	RIGHT	352.4164	LEFT	1488.0155	LEFT	2020.9003	12.0	0.6	Probable_Lie	LEFT	LEFT	4	690.1485	32	26:18.0
119	Computer	S201210	0.666666667	1	2	2	1	0.1	1350.000003	1000.000002	2066.666671	2350.000005	Minor	Good_deeds	45	You have violated a traffic law	C2_56	0.9	Easy	I2_43	11	Pyramid of Giza is 468 feet tall	0.777777778	No	LEFT	383.7964	LEFT	808.661	LEFT	1016.4934	RIGHT	2451.6244	12.0	0.1	Probable_Lie	LEFT	RIGHT	2	698.0176744	33	26:42.7
125	Computer	S201210	0.666666667	2	1	2	1	0.6	1066.666669	1433.333336	2066.666671	2500.000005	Major	Wrong_doings	7	You have given way to the handicapped	C1_8	0.0	Easy	I2_58	39	It takes 500 days to travel from Earth to Mars	0.0	No	LEFT	1656.7033	RIGHT	639.684	RIGHT	1544.0308	RIGHT	2308.7029	12.0	0.6	Probable_Truth	RIGHT	RIGHT	4	994.0000795	34	27:09.4
54	Self	S201210	0.5	1	2	2	1	0.8	1216.666669	1500.000003	2066.666671	1933.333337	Minor	Wrong_doings	59	You have been sued	C2_27	1.0	Hard	I2_5	56	Summer is hotter than winter	0.777777778	No	RIGHT	3200.0208	LEFT	1204.9706	LEFT	1392.5749	RIGHT	1485.2838	11.2	0.8	Probable_Lie	RIGHT	RIGHT	3	1012.3411	35	27:37.0
97	Computer	S201210	0.5	1	2	1	2	0.6	1000.000002	1216.666669	1500.000003	1933.333337	Minor	Wrong_doings	14	You have complimented others for good work	C1_13	0.9	Hard	I1_41	51	Penguin can fly with their wings	0.888888889	Yes	LEFT	504.8378	RIGHT	833.7335	RIGHT	1795.6373	LEFT	1822.8776	11.2	0.6	Probable_Truth	RIGHT	LEFT	1	580.3225465	36	28:00.8
129	Computer	S201210	0.833333333	1	2	1	2	0.5	1150.000002	1500.000003	2216.666671	1783.333337	Major	Wrong_doings	33	You have pretended to be busy to avoid a social situation	C1_4	0.2	Hard	I1_54	46	The current century is 21st	0.944444444	No	LEFT	584.2781	LEFT	710.8645	LEFT	3396.4807	RIGHT	1159.6751	11.2	0.5	Probable_Lie	LEFT	RIGHT	1	723.0460999	37	28:26.6
21	Self	S201210	0.666666667	1	2	2	1	0.4	1216.666669	1350.000003	1650.000003	1650.000003	Major	Wrong_doings	51	You have started a hotline for victims of bully	C1_9	0.0	Hard	I1_15	43	Chickens lay eggs	0.0	Yes	RIGHT	1351.9822	LEFT	1310.9341	LEFT	2359.4583	RIGHT	2455.647	10.8	0.4	Probable_Lie	RIGHT	RIGHT	2	744.5349	38	28:53.2
110	Computer	S201210	0.5	2	1	2	1	0.3	1000.000002	1433.333336	1933.333337	2066.666671	Minor	Good_deeds	3	You have volunteered every week for many years	C2_50	1.0	Easy	I1_37	50	Fishes can swim in water	0.0	No	LEFT	2368.3332	RIGHT	608.2671	LEFT	2767.4288	RIGHT	1284.4026	10.8	0.3	Probable_Truth	LEFT	LEFT	3	550.3490792	39	29:19.8
53	Self	S201210	0.5	1	2	2	1	0.2	1000.000002	1283.333336	1933.333337	1783.333337	Minor	Good_deeds	36	You have risked your life to save another person's life	C2_31	0.0	Hard	I1_43	5	Red is a color	0.166666667	No	RIGHT	751.5425	LEFT	1539.1921	RIGHT	1631.3401	RIGHT	1065.1967	10.6	0.2	Probable_Lie	LEFT	RIGHT	2	947.8736	40	29:44.3
12	Self	S201210	0.5	2	1	2	1	0.2	1066.666669	1216.666669	2350.000005	2216.666671	Major	Wrong_doings	35	You have blackmailed others for money	C1_30	0.7	Easy	I1_8	59	There are 30 hours in a day	0.0	No	RIGHT	953.9094	LEFT	815.2504	LEFT	984.0091	LEFT	1289.6915	10.4	0.2	Probable_Lie	RIGHT	LEFT	5	1697.6695	41	30:09.5
11	Self	S201210	0.5	2	1	1	2	0.3	1500.000003	1433.333336	1650.000003	1650.000003	Major	Good_deeds	8	You have watched a pirated movie	C2_26	0.0	Easy	I2_11	11	Some owl species hunt fish	1.0	No	RIGHT	1207.4488	LEFT	848.6285	LEFT	1662.7481	RIGHT	1111.4075	10.1	0.3	Probable_Lie	LEFT	RIGHT	2	846.2598	42	30:33.9
136	Computer	S201210	0.833333333	2	1	1	2	0.2	1066.666669	1350.000003	1933.333337	2500.000005	Minor	Good_deeds	48	You have lost everything just to help others	C1_48	0.0	Easy	I2_52	57	Airbags in cars are filled with sodium azide	0.888888889	No	LEFT	922.8635	RIGHT	592.0996	LEFT	4056.2872	RIGHT	3375.5234	10.1	0.2	Probable_Lie	LEFT	LEFT	3	754.1244545	43	31:03.1
30	Self	S201210	0.666666667	2	1	2	1	0.6	1350.000003	1216.666669	2350.000005	1783.333337	Major	Wrong_doings	49	You have stopped using plastics completely	C2_48	0.95	Easy	I1_31	27	There are 10 continents in the World	0.888888889	Yes	RIGHT	907.3146	RIGHT	345.0206	LEFT	3471.7347	LEFT	1449.8896	10.7	0.6	Probable_Lie	LEFT	LEFT	4	627.1707	44	31:29.1
20	Self	S201210	0.666666667	1	2	2	1	0.3	1000.000002	1216.666669	2500.000005	2216.666671	Major	Good_deeds	9	You have taken part in violent demonstration	C2_17	0.95	Easy	I2_18	6	Saturn's rings are between 30 and 300 feet thick	0.0	No	RIGHT	2871.2685	LEFT	773.936	LEFT	1479.5076	RIGHT	2592.6106	10.4	0.3	Probable_Lie	LEFT	LEFT	5	955.7283	45	31:57.3
91	Self	S201210	0.833333333	2	1	1	2	0.7	1000.000002	1150.000002	2500.000005	1500.000003	Minor	Good_deeds	60	You have failed to keep promises	C1_53	0.2	Easy	I2_27	27	Africa is the continent with the least rainfall	0.055555556	No	RIGHT	649.6248	RIGHT	584.3217	LEFT	1822.0581	LEFT	3440.1736	11.1	0.7	Probable_Truth	RIGHT	RIGHT	4	869.7583	46	32:23.4
143	Computer	S201210	0.833333333	2	1	2	1	0.4	1000.000002	1000.000002	1650.000003	2216.666671	Major	Good_deeds	20	You have engaged in money laundering	C2_20	0.0	Easy	I1_9	30	Vegetarians can eat vegetable products	0.0	No	LEFT	1173.9945	LEFT	1072.6941	LEFT	1190.5137	LEFT	1720.1553	11.1	0.4	Probable_Lie	RIGHT	LEFT	6	558.3572323	47	32:47.5
109	Computer	S201210	0.5	2	1	2	1	0.4	1500.000003	1216.666669	2216.666671	1783.333337	Minor	Wrong_doings	39	You have used a fake name online	C2_8	1.0	Hard	I2_34	37	There are 6 million animal species on Earth	0.944444444	Yes	LEFT	859.6148	LEFT	464.3037	LEFT	1456.2181	RIGHT	2530.4804	11.1	0.4	Probable_Lie	LEFT	LEFT	6	826.215506	48	34:57.2
10	Self	S201210	0.5	2	1	1	2	0.1	1150.000002	1066.666669	1933.333337	2500.000005	Minor	Good_deeds	30	You have been physically hurt to protect others	C2_57	1.0	Hard	I1_50	8	Malay is one of the races in Singapore	0.0	Yes	RIGHT	708.1813	LEFT	576.715	RIGHT	2980.887	RIGHT	1855.8939	11.0	0.1	Probable_Lie	LEFT	RIGHT	2	1313.8733	49	35:23.9
79	Self	S201210	0.666666667	2	1	2	1	0.5	1150.000002	1283.333336	2350.000005	2216.666671	Major	Wrong_doings	9	You have bribed a police officer	C1_50	0.95	Hard	I1_42	5	It is night time now	0.0	No	RIGHT	595.5318	RIGHT	320.7699	LEFT	1039.7347	LEFT	1682.6643	11.5	0.5	Probable_Truth	RIGHT	RIGHT	6	812.1449	50	35:47.9
1	Self	S201210	0.5	1	2	1	2	0.3	1000.000002	1350.000003	1933.333337	1933.333337	Minor	Wrong_doings	14	You have complimented others for good work	C1_13	0.9	Hard	I1_41	51	Penguin can fly with their wings	0.888888889	Yes	RIGHT	1688.2235	LEFT	1301.0975	RIGHT	980.1091	LEFT	903.7497	11.2	0.3	Probable_Lie	LEFT	RIGHT	2	1038.1143	51	36:12.6
140	Computer	S201210	0.833333333	2	1	2	1	0.3	1150.000002	1283.333336	2350.000005	1500.000003	Minor	Wrong_doings	37	You have donated blood every 6 months for many years	C1_20	0.7	Easy	I1_53	9	Beer is an alcoholic drink	0.833333333	Yes	LEFT	883.7181	LEFT	432.8483	RIGHT	3423.6438	RIGHT	1254.5676	11.2	0.3	Probable_Lie	RIGHT	LEFT	2	715.2734034	52	36:38.1
73	Self	S201210	0.666666667	2	1	1	2	0.2	1500.000003	1500.000003	1500.000003	2066.666671	Minor	Good_deeds	19	You have sheltered others from disasters	C1_38	0.0	Easy	I1_60	60	There are 9 rings in the Olympic flag	0.944444444	Yes	RIGHT	539.764	RIGHT	887.7468	LEFT	2548.523	LEFT	1656.1326	11.4	0.2	Probable_Lie	LEFT	LEFT	4	758.7187	53	37:03.7
57	Self	S201210	0.5	2	1	1	2	0.6	1150.000002	1350.000003	2216.666671	2066.666671	Major	Wrong_doings	42	You have fabricated facts about yourself	C1_42	0.05	Hard	I2_1	41	Today is a weekday	1.0	Yes	RIGHT	2008.6291	LEFT	719.7304	LEFT	2927.026	RIGHT	1760.4696	10.8	0.6	Probable_Lie	LEFT	RIGHT	1	1023.3184	54	37:31.5
40	Self	S201210	0.833333333	2	1	1	2	0.6	1500.000003	1500.000003	1933.333337	1500.000003	Minor	Good_deeds	48	You have lost everything just to help others	C1_48	0.0	Easy	I2_52	57	Airbags in cars are filled with sodium azide	0.888888889	No	RIGHT	900.9372	RIGHT	567.8761	LEFT	2868.3075	RIGHT	1991.8625	11.4	0.6	Probable_Truth	RIGHT	RIGHT	5	643.4661	55	37:57.4
113	Computer	S201210	0.666666667	1	2	1	2	0.6	1216.666669	1283.333336	1783.333337	1783.333337	Minor	Wrong_doings	15	You have claimed doing things that you never did	C1_45	0.05	Hard	I2_6	18	Nanyang Technological University is in Australia	0.666666667	Yes	LEFT	688.6425	RIGHT	645.6783	LEFT	2675.163	LEFT	1783.4864	11.4	0.6	Probable_Lie	LEFT	LEFT	4	786.7108609	56	38:22.6
130	Computer	S201210	0.833333333	1	2	1	2	0.8	1216.666669	1433.333336	2500.000005	2066.666671	Major	Wrong_doings	31	You have gossiped about your best friend	C2_2	0.0	Easy	I2_54	28	Singapore is in Africa	0.611111111	Yes	LEFT	712.0498	LEFT	762.1238	LEFT	1390.1533	LEFT	942.2623	11.4	0.8	Probable_Lie	LEFT	RIGHT	1	626.2962349	57	38:46.9
24	Self	S201210	0.666666667	2	1	1	2	0.4	1066.666669	1500.000003	1650.000003	1650.000003	Major	Good_deeds	48	You have been restricting your electricity consumption	C1_49	0.45	Hard	I2_53	13	Teddy Roosevelt was the youngest US President	0.0	No	RIGHT	1479.0998	RIGHT	422.7264	RIGHT	2959.6597	LEFT	2280.6727	11.8	0.4	Probable_Truth	RIGHT	RIGHT	3	977.578	58	39:13.4
44	Self	S201210	0.833333333	2	1	2	1	0.4	1283.333336	1216.666669	1650.000003	1783.333337	Minor	Wrong_doings	37	You have donated blood every 6 months for many years	C1_20	0.7	Easy	I1_53	9	Beer is an alcoholic drink	0.833333333	Yes	RIGHT	591.5208	RIGHT	328.6185	RIGHT	1062.7171	RIGHT	906.0323	12.2	0.4	Probable_Truth	RIGHT	RIGHT	6	944.9009	59	39:35.8
86	Self	S201210	0.833333333	1	2	2	1	0.8	1066.666669	1000.000002	1933.333337	2216.666671	Major	Good_deeds	3	You have held the door open for a stranger	C1_14	0.95	Easy	I2_21	36	Lehman Brothers went bankrupt on 20th September	0.0	No	RIGHT	1360.2168	LEFT	1299.9995	RIGHT	1367.5591	RIGHT	2297.2913	11.4	0.8	Probable_Lie	RIGHT	RIGHT	1	642.0676	60	40:01.5
58	Self	S201210	0.5	2	1	1	2	0.2	1500.000003	1000.000002	2500.000005	2350.000005	Major	Good_deeds	47	You have bribed someone to improve a grade	C1_1	0.2	Hard	I1_25	32	Marijuana is legal in Singapore	0.0	No	RIGHT	772.4333	RIGHT	529.5398	LEFT	1659.6009	LEFT	1247.8802	11.6	0.2	Probable_Truth	RIGHT	RIGHT	4	1023.9011	61	40:26.7
13	Self	S201210	0.5	2	1	2	1	0.5	1000.000002	1150.000002	2066.666671	1933.333337	Minor	Wrong_doings	39	You have used a fake name online	C2_8	1.0	Hard	I2_34	37	There are 6 million animal species on Earth	0.944444444	Yes	RIGHT	1110.5775	LEFT	712.7343	LEFT	1047.9183	RIGHT	1173.865	11.1	0.5	Probable_Lie	LEFT	RIGHT	1	2246.8189	62	40:51.7
