index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
49	Self	S210202	0.5	1	2	1	2	0.1	1350.0000027	1500.000003	2066.6666708	2216.6666711000003	Minor	Wrong_doings	45	You have taken months off to volunteer	C2_28	0.05	Easy	I1_48	12	Mageirocophobia is a fear of deathly disease	0.888888888888889	Yes	RIGHT	990.4597000000308	RIGHT	824.7205999999778	RIGHT	1873.7714999999755	RIGHT	3215.4826999999955	10.1	0.1	Probable_Truth	RIGHT	LEFT	3	791.2091999999689	0	2021-02-02 14:10:19.720875
71	Self	S210202	0.6666666666666666	1	2	2	1	0.4	1216.6666691	1150.0000023	2350.0000047	1500.000003	Major	Good_deeds	56	You have switched off appliances when not in use	C2_23	0.0	Easy	I2_40	30	A triangle has three sides	0.0	Yes	LEFT	1492.1196000000236	RIGHT	745.752399999958	RIGHT	1831.049599999972	RIGHT	1314.158099999986	9.7	0.4	Probable_Lie	RIGHT	RIGHT	2	1278.3408000000236	1	2021-02-02 14:10:45.175411
101	Computer	S210202	0.5	1	2	2	1	0.4	1216.6666691	1283.3333359	1650.0000033	2066.6666708	Major	Good_deeds	23	You have risked your life to save another person's life	C1_34	0.7	Easy	I1_50	9	Beer is an alcoholic drink	0.0	No	RIGHT	1294.8729999999955	LEFT	728.072300000008	RIGHT	2687.3752000000195	RIGHT	1420.6365999999662	9.7	0.4	Probable_Truth	LEFT	RIGHT	4	915.2380035549158	2	2021-02-02 14:11:11.008792
12	Self	S210202	0.5	2	1	2	1	0.5	1150.0000023	1066.6666688	1500.000003	1500.000003	Major	Good_deeds	36	You have cheated on a national exam	C2_1	0.0	Hard	I2_18	36	Milwaukee Art Museum is located in California	0.666666666666667	Yes	RIGHT	648.3057000000372	RIGHT	860.7347999999888	LEFT	1167.028900000048	LEFT	2813.12939999998	10.2	0.5	Probable_Truth	LEFT	RIGHT	4	1679.199400000016	3	2021-02-02 14:11:35.968789
74	Self	S210202	0.6666666666666666	2	1	1	2	0.6	1066.6666688	1283.3333359	1933.3333372	2500.000005	Minor	Good_deeds	38	You have blackmailed others for money	C1_51	1.0	Hard	I1_19	56	Septicemia is a lung infection condition	0.0	Yes	LEFT	544.324300000028	RIGHT	924.5846999999684	LEFT	1357.8310999999983	RIGHT	2088.708899999972	9.6	0.6	Probable_Lie	LEFT	RIGHT	2	3651.874599999985	4	2021-02-02 14:12:03.888781
73	Self	S210202	0.6666666666666666	2	1	1	2	0.8	1216.6666691	1433.3333362	2066.6666708	1500.000003	Minor	Good_deeds	28	You have told someone's secret to others	C2_17	0.0	Easy	I2_56	44	It is 20th Century now	0.0	No	RIGHT	712.2210999999652	RIGHT	870.5017000000339	LEFT	2995.957799999985	LEFT	1216.6717000000062	10.4	0.8	Probable_Lie	LEFT	LEFT	3	1236.4455999999675	5	2021-02-02 14:12:29.704908
140	Computer	S210202	0.8333333333333334	2	1	2	1	0.3	1000.000002	1216.6666691	2350.0000047	1933.3333372	Minor	Good_deeds	35	You have bribed someone to improve a grade	C2_35	0.7	Easy	I1_23	31	Teddy Roosevelt was the youngest US President	1.0	Yes	LEFT	817.0364000000063	LEFT	1382.8172999999992	LEFT	1063.5286999998923	LEFT	3285.39109999997	10.4	0.3	Probable_Lie	RIGHT	LEFT	4	565.6692330574676	6	2021-02-02 14:12:55.888816
109	Computer	S210202	0.5	2	1	2	1	0.8	1500.000003	1500.000003	1783.3333369	1783.3333369	Minor	Good_deeds	1	You have lied to your parents	C1_7	0.0	Hard	I1_54	6	The Franco-Prussian War occurred in the 19th century	0.0	No	RIGHT	815.8696999998938	LEFT	1183.1703999999943	LEFT	879.2578999999705	RIGHT	4211.435499999993	10.4	0.8	Probable_Truth	RIGHT	RIGHT	4	825.0639801380312	7	2021-02-02 14:13:22.944663
42	Self	S210202	0.8333333333333334	2	1	1	2	0.3	1350.0000027	1500.000003	2216.6666711000003	1500.000003	Major	Wrong_doings	29	You have held the elevator doors for others	C2_60	0.9	Hard	I2_38	57	Kangaroos live in Africa	0.0	No	RIGHT	689.5776000000069	RIGHT	1048.3476000000564	RIGHT	1780.5885999999873	LEFT	2208.0184000000145	10.7	0.3	Probable_Lie	LEFT	LEFT	4	1268.414000000007	8	2021-02-02 14:13:49.080537
25	Self	S210202	0.6666666666666666	2	1	1	2	0.2	1216.6666691	1150.0000023	1650.0000033	1650.0000033	Minor	Wrong_doings	40	You have assisted in a crime	C1_15	0.95	Hard	I1_28	4	North Korea is more developed than South Korea	0.0555555555555556	Yes	LEFT	1000.305600000047	RIGHT	1127.7035000000524	LEFT	1209.3192000000954	LEFT	2191.963200000032	10.500000000000002	0.2	Probable_Lie	LEFT	LEFT	5	1054.1677999999592	9	2021-02-02 14:14:13.896680
