index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
2	Self	S210315	0.5	1	2	1	2	0.1	1066.6666688	1433.3333362	1783.3333369	2216.6666711000003	Major	Wrong_doings	19	You have been donating all your excess food to a food bank	C1_53	1.0	Hard	I1_13	28	Afghan Hound is the first cloned cat	0.888888888888889	Yes	RIGHT	658.1312000000707	RIGHT	424.5184000000109	RIGHT	1760.145599999987	RIGHT	2477.959800000008	10.1	0.1	Probable_Truth	RIGHT	LEFT	2	641.8856000000233	0	2021-03-15 14:41:42.564512
98	Computer	S210315	0.5	1	2	1	2	0.3	1350.0000027	1283.3333359	2500.000005	1650.0000033	Major	Wrong_doings	19	You have been donating all your excess food to a food bank	C1_53	1.0	Hard	I1_13	28	Afghan Hound is the first cloned cat	0.888888888888889	Yes	RIGHT	611.8999000000258	LEFT	496.2332999999717	RIGHT	1232.0999000000938	RIGHT	2063.926899999956	10.1	0.3	Probable_Truth	LEFT	LEFT	3	951.218956211152	1	2021-03-15 14:42:07.268672
116	Computer	S210315	0.6666666666666666	1	2	2	1	0.1	1150.0000023	1000.000002	1933.3333372	2066.6666708	Major	Good_deeds	36	You have pretended to be busy to avoid a social situation	C2_26	0.7	Easy	I2_25	5	Animals are living things	0.944444444444444	No	LEFT	616.5215999999418	LEFT	1033.013100000062	LEFT	2095.5340000000438	RIGHT	1216.1533999999392	10.1	0.1	Probable_Lie	LEFT	RIGHT	2	822.5864518234977	2	2021-03-15 14:42:31.764662
3	Self	S210315	0.5	1	2	1	2	0.6	1216.6666691	1000.000002	1650.0000033	1500.000003	Major	Good_deeds	27	You have been arrested	C2_58	0.7	Easy	I1_57	30	"Statue of Liberty is 151 feet tall"	0.0	No	LEFT	847.1635999999307	RIGHT	744.41139999999	LEFT	932.4857999999948	RIGHT	1543.1466	9.5	0.6	Probable_Lie	LEFT	LEFT	4	1016.722800000025	3	2021-03-15 14:42:54.788539
9	Self	S210315	0.5	2	1	1	2	0.6	1066.6666688	1216.6666691	2500.000005	2500.000005	Minor	Wrong_doings	52	You have been physically hurt to protect others	C1_1	0.0	Easy	I1_6	39	The Earth is round	0.777777777777778	No	RIGHT	680.4621999999654	RIGHT	812.5667000001613	LEFT	2190.5652000000373	RIGHT	952.854299999899	10.1	0.6	Probable_Truth	RIGHT	LEFT	2	1092.0430000001031	4	2021-03-15 14:43:20.371984
21	Self	S210315	0.6666666666666666	1	2	2	1	0.3	1216.6666691	1216.6666691	2500.000005	2216.6666711000003	Minor	Wrong_doings	46	You have engaged in money laundering	C1_16	0.0	Easy	I1_19	3	The hyoid bone is the only jointless bone	0.0	Yes	LEFT	781.1437999998816	RIGHT	639.8615999999038	LEFT	1126.476499999853	RIGHT	2130.078499999854	9.8	0.3	Probable_Lie	RIGHT	RIGHT	1	1309.2607000000953	5	2021-03-15 14:43:46.083121
56	Self	S210315	0.5	2	1	1	2	0.3	1216.6666691	1216.6666691	2350.0000047	2500.000005	Major	Good_deeds	30	You have fabricated facts about yourself	C2_60	0.0	Easy	I2_28	28	The Moon orbits around the Earth	1.0	Yes	LEFT	745.2676000000338	RIGHT	1355.663399999912	LEFT	1614.0596000000187	RIGHT	2136.0399999998663	9.499999999999998	0.3	Probable_Lie	LEFT	LEFT	4	829.6170000000984	6	2021-03-15 14:44:12.620378
52	Self	S210315	0.5	1	2	2	1	0.6	1283.3333359	1283.3333359	2500.000005	1933.3333372	Major	Wrong_doings	14	You have faked an illness	C2_20	1.0	Easy	I1_41	5	The hardest bone in human body is the jawbone	0.0	No	LEFT	1146.8545999998696	RIGHT	695.797599999878	RIGHT	1752.7529000001325	RIGHT	2085.0076000001536	8.899999999999999	0.6	Probable_Lie	RIGHT	LEFT	5	1153.5506000000169	7	2021-03-15 14:44:39.027639
34	Self	S210315	0.8333333333333334	1	2	1	2	0.2	1150.0000023	1283.3333359	2500.000005	2350.0000047	Minor	Wrong_doings	42	You have made counterfeit money	C2_1	1.0	Easy	I2_22	24	Africa is the continent with the least rainfall	0.666666666666667	Yes	RIGHT	660.7771000001321	RIGHT	1056.9864999999936	LEFT	1211.8314000001646	RIGHT	2519.008999999869	9.099999999999998	0.2	Probable_Truth	RIGHT	RIGHT	6	1199.4938000000277	8	2021-03-15 14:45:05.532684
79	Self	S210315	0.6666666666666666	2	1	2	1	0.7	1500.000003	1500.000003	1650.0000033	1783.3333369	Minor	Good_deeds	51	You have let a homeless man into your house	C1_51	1.0	Easy	I2_35	4	Teddy Roosevelt was the youngest US President	0.888888888888889	No	RIGHT	639.4419000000653	RIGHT	775.4264000000148	LEFT	1816.5874999999687	RIGHT	2610.0083999999697	9.799999999999995	0.7	Probable_Truth	LEFT	LEFT	1	1438.2911999998669	9	2021-03-15 14:45:31.820116
