index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
91	Self	S210120B	0.8333333333333334	2	1	1	2	0.8	1350.0000027	1066.6666688	2066.6666708	2500.000005	Major	Good_deeds	60	You have deceived a loved one	C2_52	0.85	Easy	I2_11	26	The human's inner ear is larger than a pencil eraser	0.888888888888889	No	RIGHT	853.9145000000303	RIGHT	950.9284000000092	LEFT	2171.2217999999552	LEFT	3766.436899999974	10.8	0.8	Probable_Truth	LEFT	LEFT	1	1142.91639999999	0	2021-01-20 14:45:51.783936
61	Self	S210120B	0.5	2	1	2	1	0.1	1500.000003	1066.6666688	1650.0000033	2216.6666711000003	Major	Good_deeds	37	You have claimed doing things that you never did	C1_48	0.95	Hard	I1_23	37	Polish is 20th most spoken language in the World	0.888888888888889	Yes	RIGHT	1152.5060999999823	LEFT	1080.402900000024	LEFT	2976.0312999999883	RIGHT	2273.6046999999644	10.7	0.1	Probable_Lie	LEFT	LEFT	6	2714.695899999981	1	2021-01-20 14:46:20.985055
72	Self	S210120B	0.6666666666666666	2	1	1	2	0.7	1500.000003	1216.6666691	2066.6666708	2216.6666711000003	Minor	Wrong_doings	16	You have helped others to pick up their belongings	C2_16	0.0	Hard	I2_38	36	Beef comes from cows	0.0	No	RIGHT	870.5223000000046	RIGHT	697.0213999999828	RIGHT	2048.813800000005	RIGHT	1600.4826000000207	11.4	0.7	Probable_Truth	LEFT	LEFT	2	2426.3004000000024	2	2021-01-20 14:46:48.199898
21	Self	S210120B	0.6666666666666666	1	2	2	1	0.2	1350.0000027	1500.000003	1933.3333372	1650.0000033	Major	Good_deeds	1	You have helped your parents when asked to	C2_27	0.95	Hard	I2_52	51	Astatine is the rarest element in the Earth's crust	0.0555555555555556	Yes	RIGHT	710.4888000000074	RIGHT	684.679200000005	RIGHT	2295.7265999999663	RIGHT	4503.714300000012	11.6	0.2	Probable_Lie	LEFT	LEFT	4	3542.225799999983	3	2021-01-20 14:47:18.944292
32	Self	S210120B	0.8333333333333334	1	2	1	2	0.7	1433.3333362	1066.6666688	2066.6666708	1933.3333372	Minor	Good_deeds	22	You have been physically hurt to protect others	C1_7	0.0	Hard	I1_53	47	Singapore is a poor country	0.0555555555555556	No	RIGHT	1391.793899999982	LEFT	1198.03619999999	RIGHT	2381.2672999999904	LEFT	1199.8037999999838	10.9	0.7	Probable_Lie	RIGHT	RIGHT	1	2475.738100000001	4	2021-01-20 14:47:46.664007
31	Self	S210120B	0.6666666666666666	2	1	2	1	0.3	1283.3333359	1000.000002	1500.000003	2216.6666711000003	Minor	Good_deeds	6	You have volunteered every week for many years	C2_9	1.0	Easy	I2_43	27	Hot chocolate was created by the Mayan culture	0.722222222222222	Yes	RIGHT	1389.7486999999842	RIGHT	592.0856999999842	RIGHT	3204.518900000039	RIGHT	2119.855199999961	11.2	0.3	Probable_Truth	LEFT	LEFT	2	3382.872399999997	5	2021-01-20 14:48:15.928178
97	Computer	S210120B	0.5	1	2	1	2	0.6	1433.3333362	1500.000003	1500.000003	1650.0000033	Major	Good_deeds	11	You have returned your trays in food courts	C1_29	1.0	Hard	I2_46	31	Algeria is Africa's second largest country	0.777777777777778	Yes	LEFT	1136.6767999999183	LEFT	939.5205999999234	RIGHT	1976.9440000000031	RIGHT	1999.0477000000053	11.2	0.6	Probable_Lie	LEFT	RIGHT	2	624.5468440590802	6	2021-01-20 14:48:41.248109
25	Self	S210120B	0.6666666666666666	2	1	1	2	0.1	1150.0000023	1216.6666691	2066.6666708	1650.0000033	Major	Wrong_doings	19	You have extorted money from anyone	C1_37	0.85	Hard	I1_27	43	A caterpillar has more muscle than a human	0.111111111111111	Yes	RIGHT	1143.191799999954	RIGHT	511.87740000000304	LEFT	1512.825199999952	RIGHT	2279.27509999995	11.3	0.1	Probable_Truth	RIGHT	RIGHT	3	2185.6963999999834	7	2021-01-20 14:49:07.536148
17	Self	S210120B	0.6666666666666666	1	2	1	2	0.3	1283.3333359	1350.0000027	2350.0000047	1783.3333369	Minor	Good_deeds	34	You have stopped using plastics completely	C1_49	0.0	Hard	I1_28	60	The Earth turns the closest to the sun in May	0.0	No	RIGHT	808.3692000000156	LEFT	1227.9545999999757	LEFT	2865.9215999999788	RIGHT	2207.9023000000007	11.0	0.3	Probable_Lie	LEFT	RIGHT	2	1959.489299999973	8	2021-01-20 14:49:35.944686
138	Computer	S210120B	0.8333333333333334	2	1	1	2	0.4	1000.000002	1500.000003	1500.000003	2066.6666708	Minor	Good_deeds	26	You have been sued	C1_53	0.05	Easy	I1_6	1	Today is Sunday	0.944444444444444	No	LEFT	1272.457700000018	RIGHT	1279.9038000000564	LEFT	1400.645499999996	LEFT	1056.321500000081	11.0	0.4	Probable_Lie	LEFT	LEFT	4	940.7133252927184	9	2021-01-20 14:50:00.520611
