index	Trial_Type	Participant_ID	Trial_Probability	Question_Position_Prediction_Correct	Question_Position_Prediction_Agent	Question_Position_Comparison_Self	Question_Position_Comparison_Irrelevant	Trial_Stake	Trial_Stake_Jitter	Trial_Type_Jitter	Trial_Result_Jitter	Balance_Update_Jitter	Question_Comparison_Condition	Question_Comparison_Type	Question_Comparison_Question	Question_Comparison_Label	Question_Comparison_Item	Question_Comparison_Proportion_Yes	Question_Factual_Condition	Question_Factual_Item	Question_Factual_Question	Question_Factual_Label	Question_Factual_Proportion_DontKnow	Question_Factual_Type	Answer_Prediction_Correct	Answer_Prediction_Correct_RT	Answer_Prediction_Agent	Answer_Prediction_Agent_RT	Answer_Self	Answer_Self_RT	Answer_Irrelevant	Answer_Irrelevant_RT	Trial_Balance	Trial_Balance_Effect	Trial_Condition	Trial_ProbableSide	Prediction_Choice	Prediction_Result	Prediction_RT	Trial_Order	Trial_Datetime
128	Computer	S200212	0.8333333333333334	1	2	1	2	0.6	1150.0000023	1150.0000023	2066.6666708	2216.6666711000003	Minor	Good_deeds	54	You have given up your seat in the MRT	C2_9	0.95	Hard	I1_29	35	North Korea is more developed than South Korea	0.833333333333333	No	RIGHT	575.3222999999821	RIGHT	622.6474000000053	RIGHT	1008.882299999982	LEFT	1471.7787000000726	10.6	0.6	Probable_Truth	RIGHT	RIGHT	3	623.7653700402426	0	2020-02-12 11:14:57.730183
20	Self	S200212	0.6666666666666666	1	2	2	1	0.5	1500.000003	1500.000003	2066.6666708	2500.000005	Major	Wrong_doings	37	You have kidnapped someone	C2_28	0.95	Hard	I1_35	35	Fibers in oranges can be used to make fabric	0.0	Yes	RIGHT	526.4854999999216	RIGHT	486.6127000000233	LEFT	742.1384000000444	RIGHT	2323.465599999963	11.1	0.5	Probable_Truth	LEFT	LEFT	2	1585.106400000086	1	2020-02-12 11:15:23.545802
110	Computer	S200212	0.5	2	1	2	1	0.8	1066.6666688	1500.000003	2216.6666711000003	1650.0000033	Major	Good_deeds	34	You have signed up as a bone marrow donor	C2_48	0.0	Hard	I1_23	23	Malay is one of the races in Singapore	0.111111111111111	No	RIGHT	360.8563999999888	RIGHT	405.0949999999602	LEFT	1278.903600000035	RIGHT	1287.2608999999784	11.9	0.8	Probable_Truth	LEFT	RIGHT	5	790.4601514887247	2	2020-02-12 11:15:46.667013
24	Self	S200212	0.6666666666666666	2	1	1	2	0.2	1150.0000023	1150.0000023	1783.3333369	1933.3333372	Minor	Wrong_doings	29	You have organized a violent protest	C2_33	0.9	Easy	I2_16	58	Cleopatra was born in Greece	0.722222222222222	Yes	RIGHT	384.26700000002256	RIGHT	417.942499999981	LEFT	1659.9469000000229	RIGHT	2254.600200000027	12.1	0.2	Probable_Lie	RIGHT	RIGHT	1	411.283899999944	3	2020-02-12 11:16:10.387133
47	Self	S200212	0.8333333333333334	2	1	2	1	0.2	1000.000002	1433.3333362	1500.000003	2350.0000047	Minor	Wrong_doings	27	You have let a homeless man into your house	C2_8	0.0	Hard	I1_12	4	Mozambique is the world's poorest country	0.833333333333333	Yes	RIGHT	375.2299999999877	RIGHT	556.5292999999656	LEFT	2079.021799999964	LEFT	1891.6746999999527	12.3	0.2	Probable_Truth	LEFT	LEFT	1	994.0785999999662	4	2020-02-12 11:16:35.147236
100	Computer	S200212	0.5	1	2	2	1	0.8	1283.3333359	1500.000003	2500.000005	2350.0000047	Major	Wrong_doings	3	You have donated blood every 6 months for many years	C1_22	0.0	Hard	I1_58	58	Singapore has four seasons	0.833333333333333	No	RIGHT	662.7213000000438	RIGHT	407.9891999999745	LEFT	1455.3770999999642	LEFT	1492.452299999968	13.1	0.8	Probable_Truth	LEFT	RIGHT	6	993.8984863632433	5	2020-02-12 11:17:00.369497
116	Computer	S200212	0.6666666666666666	1	2	2	1	0.3	1000.000002	1500.000003	2216.6666711000003	1933.3333372	Major	Wrong_doings	37	You have kidnapped someone	C2_28	0.95	Hard	I1_35	35	Fibers in oranges can be used to make fabric	0.0	Yes	RIGHT	660.901400000057	RIGHT	343.08950000001914	LEFT	767.8341000000728	LEFT	3478.7293000000545	13.4	0.3	Probable_Lie	LEFT	LEFT	4	661.4732639794537	6	2020-02-12 11:17:25.505757
53	Self	S200212	0.5	1	2	2	1	0.4	1150.0000023	1350.0000027	2500.000005	2216.6666711000003	Minor	Good_deeds	16	You have been convicted in court	C2_60	0.2	Hard	I1_44	18	It is snowing outside now	0.0	Yes	RIGHT	838.082800000052	RIGHT	638.9504999999644	LEFT	887.0205000000624	LEFT	1000.1263999999992	13.8	0.4	Probable_Truth	RIGHT	LEFT	1	572.1489999999676	7	2020-02-12 11:17:49.233522
58	Self	S200212	0.5	2	1	1	2	0.3	1000.000002	1216.6666691	1500.000003	1500.000003	Major	Good_deeds	44	You have held the elevator doors for others	C2_35	1.0	Hard	I2_22	24	Marijuana is legal in Singapore	0.944444444444444	No	RIGHT	328.7894000000051	RIGHT	749.9606000000085	RIGHT	1285.1082000000815	LEFT	912.0497000000114	14.1	0.3	Probable_Lie	LEFT	LEFT	4	1071.883200000002	8	2020-02-12 11:18:11.370702
21	Self	S200212	0.6666666666666666	1	2	2	1	0.8	1433.3333362	1066.6666688	1783.3333369	2350.0000047	Major	Wrong_doings	47	You have held the door open for a stranger	C2_10	0.05	Easy	I2_43	43	R. Amundsen discovered the South Pole	1.0	No	RIGHT	490.1490999999396	RIGHT	511.934999999994	RIGHT	1222.4508999998989	LEFT	1707.253200000082	14.900000000000002	0.8	Probable_Truth	LEFT	RIGHT	5	564.0677000000096	9	2020-02-12 11:18:35.073861
